-14.726608;-15.036386;-14.659186;-13.64573;-13.690993;-14.3105955;-14.2463455;-14.489175;-13.857358;-13.682679;-14.174302;-14.377239;-13.964352;-14.461774;-1.5881197;-5.390408;12.052978;-0.25899267;-1.9144036;-2.4975104;-0.33078498;-1.5199506;-1.4091;-3.6557627;-13.943187;-13.21313;-14.589358;-14.088392;-13.89966;-13.770339;-13.63501;-14.398022;-14.546304;-14.424036;-14.440955;-14.737051;-14.179176;-14.4426775;-14.041535;-13.889387;-13.932271;-14.424778;-14.589498;-13.846186;-15.07799;-14.308188;-13.624588;-13.907511;-14.338268;-14.0282545;-14.205836;-13.691333;-14.488677;-13.985455;-14.535409;-14.080657;-14.355329;-13.622852;-13.964204;-14.408826;-13.8524885;-14.568692;-15.154927;-14.483203;-13.969826;-14.516529;-14.442777;-13.96063;-13.584179;-14.755528;-14.808252;-14.067555;-14.302927;-13.96905;-14.582329;-14.184617;-14.00275;-14.411277;-14.098185;-2.6418877;
-12.93645;-13.784398;-12.8484535;-12.7386675;-12.420099;-12.68065;-12.627242;-13.0925255;-12.818361;-12.369412;-12.765091;-12.832855;-12.741065;-12.841394;-4.8436956;-5.874859;5.0421414;-3.4755018;-4.1828136;-5.4301004;-3.8810081;-3.9315767;-5.335259;-7.1871963;-12.582933;-11.96624;-13.396098;-12.727945;-12.7072735;-12.435658;-12.383567;-12.54493;-13.345457;-12.944265;-13.034245;-13.198797;-12.523936;-13.31189;-12.53603;-12.618971;-13.133271;-12.862487;-12.790639;-12.171221;-13.357675;-12.507068;-12.779782;-12.795377;-12.82011;-12.880813;-12.481859;-12.661926;-13.650321;-12.76425;-13.042397;-13.225928;-13.19182;-13.012949;-12.991325;-13.177474;-12.358912;-12.603044;-13.205418;-12.642726;-12.780234;-12.803639;-12.942429;-12.889936;-12.743186;-13.126597;-13.186418;-12.927099;-13.052864;-12.661657;-12.936494;-12.563079;-13.238559;-13.49828;-12.78238;14.412527;
-16.207016;-16.575243;-15.987398;-15.752249;-15.596691;-15.478895;-15.222701;-16.076218;-15.265994;-15.157464;-15.549504;-15.922464;-15.656866;-15.579434;-6.669033;-7.256501;3.7523127;-4.2367516;-6.9892273;-6.7141604;-6.0167966;-5.1211987;-6.8611665;-9.174845;-15.2161875;-14.593768;-16.423525;-15.56918;-15.745393;-15.021477;-15.401544;-15.152584;-15.870752;-15.945829;-15.375379;-16.310213;-15.602578;-16.32805;-15.252513;-15.265455;-15.708637;-16.008314;-15.046938;-15.314109;-16.032845;-15.337744;-15.304789;-15.643097;-15.383634;-16.128227;-15.688477;-15.23037;-16.69027;-15.91217;-15.922719;-16.09487;-15.908356;-16.07194;-15.205744;-16.405542;-15.515274;-15.374818;-16.154003;-15.8018;-15.880073;-15.616808;-15.823344;-15.561065;-15.732798;-15.951062;-16.054474;-15.911435;-16.371822;-15.373066;-15.7368355;-15.453894;-15.745884;-16.608719;-15.407787;22.945278;
-15.26783;-15.307444;-14.480435;-14.108019;-14.049232;-14.640633;-13.731604;-14.527025;-14.0446825;-14.006501;-14.168394;-14.112884;-14.502217;-14.0951805;-5.222793;-5.9053497;3.7875369;-3.0482492;-6.356884;-5.423548;-4.236173;-4.2551026;-5.8652124;-8.358966;-13.883976;-13.402584;-15.212377;-14.262281;-14.827133;-14.263002;-13.755942;-13.991041;-14.470818;-14.537947;-14.502729;-15.137949;-14.320703;-14.292408;-14.237523;-14.341909;-14.918877;-14.62061;-14.141536;-13.535724;-14.75498;-13.886291;-14.1130085;-14.017913;-13.810036;-14.787819;-14.409631;-13.90813;-14.962992;-15.0682;-14.294862;-14.536284;-14.790174;-14.973834;-13.6509905;-15.569508;-14.487682;-14.08001;-14.996144;-14.399948;-14.019939;-14.074103;-14.814098;-14.405401;-14.086399;-14.573813;-15.070995;-14.585159;-15.275024;-13.697293;-14.694439;-14.585564;-14.887679;-15.231511;-14.187051;19.298302;
-14.370195;-14.1206255;-13.802665;-13.689835;-13.868988;-13.929575;-13.337064;-13.80156;-13.778289;-13.242252;-13.604561;-13.466776;-13.719888;-13.208886;-4.415738;-5.106237;1.2198509;-1.6626952;-4.4716697;-2.858166;-1.7435843;-2.7547243;-4.4564853;-6.15427;-13.65731;-13.299548;-14.010678;-13.584982;-14.094663;-13.804023;-13.343046;-13.324643;-13.8132515;-13.76965;-13.924636;-14.146686;-13.35416;-13.926272;-13.541231;-13.722695;-14.197474;-14.053171;-13.735744;-13.086217;-14.051414;-13.661848;-13.376197;-13.2491865;-13.295875;-13.8781185;-13.949376;-13.424982;-14.415101;-14.3621855;-13.643567;-13.826337;-14.015066;-14.102113;-13.437784;-14.650482;-13.850396;-13.551072;-14.167529;-13.87033;-13.687878;-13.760705;-13.801423;-13.471994;-13.3870325;-13.664907;-14.258179;-13.519841;-14.436449;-13.053429;-13.840964;-13.775328;-13.958767;-14.204538;-13.263062;14.979174;
-15.243844;-15.506071;-15.146946;-14.842683;-14.788545;-14.6142845;-15.340031;-14.511869;-15.157162;-14.6163;-14.598693;-14.929369;-14.593738;-14.352103;-1.4228665;-4.7481694;-1.6997072;-0.36240754;-2.340618;1.8397695;3.0174813;-2.7818224;-2.4470277;-3.2664745;-14.47404;-14.326776;-15.09722;-14.815129;-14.92881;-14.975847;-14.509163;-14.347394;-14.820808;-14.429696;-14.96969;-14.897916;-14.885693;-14.887353;-14.541166;-14.778781;-15.452279;-15.10217;-14.223019;-15.023781;-14.961813;-15.6075;-15.072768;-14.390527;-14.693838;-14.917832;-14.936034;-14.879337;-15.749559;-15.639522;-14.893221;-14.342283;-14.952568;-15.416524;-14.921814;-15.892505;-14.812897;-14.672646;-15.608967;-14.525583;-14.947456;-14.855833;-15.082076;-14.615456;-14.661214;-14.8887825;-15.2111025;-14.727561;-15.4051895;-14.976786;-15.343072;-15.027281;-15.313211;-15.9827175;-14.549752;9.671347;
-14.402843;-14.461327;-14.495247;-13.749982;-13.9345045;-13.683833;-14.257988;-13.743194;-13.818724;-13.769674;-14.291964;-13.906908;-13.860519;-13.760809;-0.4038945;-3.8583791;-2.1845212;-1.7400128;-1.6255462;2.5754197;0.7101461;-0.07171539;-0.8747451;-0.63358164;-13.799182;-13.619329;-13.982608;-14.265702;-14.369758;-14.16675;-13.887521;-13.666534;-14.139514;-14.136429;-14.402062;-14.259177;-14.165371;-13.730049;-13.504819;-14.23247;-14.489848;-14.3123;-13.497279;-14.306134;-14.035187;-14.73186;-14.264611;-13.6511135;-14.256499;-13.85651;-13.945414;-14.422467;-14.731966;-14.730053;-13.8677635;-13.68875;-13.779406;-14.196761;-14.107085;-14.480856;-13.865771;-14.249456;-14.220835;-13.57495;-14.000068;-14.078993;-14.370576;-14.178767;-14.035574;-13.659415;-14.489933;-14.202467;-14.038187;-14.228618;-14.394877;-14.105714;-14.340788;-14.862851;-13.97396;6.5599976;
-13.87703;-14.419422;-14.267375;-14.032006;-13.826615;-13.229076;-14.23494;-14.119529;-13.671856;-13.834123;-14.063542;-13.900849;-13.859675;-13.341208;0.32186323;-4.4237666;-1.8050705;-2.9324465;-0.21098346;2.3671525;-3.0057118;3.7148023;-1.8918803;1.541789;-13.673733;-13.285407;-13.928053;-14.392301;-14.139221;-13.756845;-14.160899;-13.445956;-13.853569;-14.60991;-14.399551;-14.47509;-13.749198;-13.646868;-13.793728;-14.273622;-13.906459;-14.067377;-13.986393;-13.912749;-13.788357;-14.194958;-13.377754;-14.229216;-13.504956;-13.639614;-13.510511;-14.153662;-14.249886;-14.374099;-13.615216;-13.148508;-13.596461;-14.142995;-13.874987;-13.656416;-13.834732;-14.159511;-14.3429365;-13.907979;-13.558835;-14.046669;-14.117017;-14.156956;-14.095575;-13.401553;-14.575838;-14.410707;-13.722617;-13.664398;-14.210249;-13.763093;-13.721098;-14.041393;-13.987088;4.343181;
-14.59715;-15.198071;-15.548983;-15.319686;-15.757304;-14.63382;-14.919139;-15.204656;-15.146817;-15.167952;-15.319364;-15.402409;-15.438203;-14.708609;-0.16102017;-4.0571656;-1.1410583;-3.2132144;-1.3228598;0.99189484;-3.416361;2.9972115;-2.4812567;0.6420644;-15.108703;-15.173051;-14.678964;-15.473196;-14.90079;-14.73477;-15.704872;-14.527348;-15.322665;-15.239881;-15.466897;-15.796292;-15.345337;-15.829643;-15.393204;-15.431041;-15.097931;-15.526099;-15.005055;-15.353659;-15.147868;-14.940648;-14.595456;-15.351946;-15.6345005;-15.448931;-15.266626;-15.39985;-15.704673;-15.224713;-14.906073;-14.922364;-14.956899;-15.429702;-15.278705;-14.985412;-14.929323;-15.504303;-15.856843;-15.258173;-15.395742;-15.50456;-14.888638;-15.690942;-15.243976;-14.924541;-15.211803;-15.500688;-14.809703;-15.323972;-16.072556;-15.121353;-14.739465;-15.0671;-15.428582;3.7708519;
-14.844757;-15.129462;-14.560908;-14.965862;-14.833192;-14.610404;-14.734515;-14.998327;-14.601895;-14.588806;-14.646017;-14.95863;-14.882099;-14.452271;-1.8754418;-2.0351572;-0.3682388;-2.0852053;-2.667797;-0.9636422;-4.9228687;2.1739995;-3.0074549;0.12137217;-14.844451;-14.452554;-14.651037;-14.839156;-14.994035;-14.680397;-14.964816;-14.299882;-14.638263;-14.6610985;-14.526463;-14.971168;-14.768392;-15.051465;-14.639918;-14.95911;-14.789017;-15.166351;-14.575204;-14.577611;-14.976814;-14.647626;-14.535289;-14.831335;-14.938672;-15.015691;-14.913297;-14.924604;-15.237053;-15.143434;-14.797471;-14.218639;-14.622546;-15.347941;-14.558322;-15.502856;-14.79769;-14.494919;-15.39456;-14.69361;-14.851676;-15.29611;-14.729901;-15.254635;-14.682307;-14.855413;-14.747349;-14.947821;-15.04886;-14.90693;-15.26581;-14.930147;-14.48439;-14.8289385;-14.69706;9.782736;
-14.567473;-14.72498;-14.444895;-14.618755;-14.426406;-14.559571;-14.194189;-14.50993;-14.401643;-14.236474;-14.248982;-14.244789;-14.561414;-14.0370455;-4.1797075;-1.3434899;-1.1850089;-0.15307139;-3.5689373;-1.8535438;-4.394807;-0.091741495;-1.7074213;-1.0360558;-14.636357;-14.248467;-14.306135;-14.078036;-14.692837;-14.420868;-14.317926;-14.005703;-14.406976;-14.333344;-14.398677;-14.528766;-14.27789;-14.39534;-14.176541;-14.732783;-14.24471;-14.5705;-14.6491785;-14.16328;-14.741691;-14.388551;-14.493648;-14.039245;-14.640009;-14.739018;-14.333762;-14.348407;-14.419477;-14.844542;-14.364324;-14.442946;-14.048039;-15.042577;-14.338142;-15.028214;-14.162629;-14.434462;-14.71637;-14.087555;-14.35294;-14.724516;-14.200994;-14.66569;-14.2405405;-14.7265215;-14.657233;-14.315127;-14.651253;-14.139853;-14.890837;-14.341665;-14.235747;-14.462116;-14.521714;11.052806;
-19.00195;-19.444056;-18.64645;-18.676975;-18.781948;-18.931719;-18.658056;-18.760344;-19.31008;-18.389793;-18.80004;-18.471416;-18.817314;-18.722416;-4.408896;-1.4129143;-3.4058528;-2.535615;-3.1977286;-1.8030384;-2.4851615;-2.8183696;-3.7545655;-2.4360018;-18.66926;-18.468777;-18.6226;-18.328485;-19.5948;-19.027655;-18.375439;-17.99279;-18.844141;-18.428549;-18.717749;-18.592964;-18.606539;-18.605965;-18.782877;-19.419374;-19.373196;-18.51286;-19.205595;-18.94786;-19.00156;-19.162418;-19.186157;-18.368734;-19.28304;-19.199968;-18.82282;-18.95807;-18.806828;-19.662725;-18.543499;-18.707352;-18.869736;-19.456387;-18.611113;-19.846972;-18.383745;-18.882511;-18.907177;-18.179768;-18.934835;-18.946522;-18.271708;-19.698347;-18.575287;-19.39813;-19.379711;-18.764605;-19.215784;-18.523844;-19.11775;-18.975452;-19.192638;-19.251665;-19.065073;13.338471;
-18.33739;-18.87613;-17.8477;-17.54718;-18.118532;-18.209862;-17.543129;-17.708267;-18.532536;-17.471607;-18.226337;-17.425516;-18.164772;-17.813314;-5.8809843;-2.629685;-4.623779;-5.0189285;-5.233141;-4.5272007;-5.586184;-3.4919171;-4.7780333;-5.3347993;-17.815218;-17.705198;-17.967945;-17.146734;-18.933613;-18.041048;-17.39459;-17.437284;-18.202581;-17.58595;-18.155752;-17.974009;-17.667362;-17.835663;-18.280218;-19.085793;-18.694767;-17.653757;-19.016281;-18.08759;-18.186485;-18.336283;-18.33069;-17.452742;-18.305788;-18.398075;-17.798742;-18.13333;-18.22912;-19.070463;-17.820442;-17.717266;-18.18232;-19.12343;-17.71012;-19.535437;-17.232111;-18.15277;-18.153936;-17.34102;-18.088709;-17.953781;-17.45766;-18.882498;-17.76368;-19.019564;-18.991283;-17.792328;-18.372002;-17.261484;-18.700645;-18.26325;-18.736736;-18.350782;-18.619417;19.84015;
-17.102417;-17.599283;-16.85661;-16.28703;-17.124878;-17.415638;-16.38592;-16.757908;-17.218678;-16.478012;-17.32475;-16.332624;-17.231634;-16.789635;-6.8054276;-3.8601973;-6.0850983;-6.5574946;-6.4695253;-5.3250146;-6.661039;-5.338549;-5.850936;-6.579638;-16.72024;-16.798933;-16.859549;-15.995032;-17.86474;-17.02962;-16.471603;-16.193844;-17.276283;-16.531942;-17.273676;-16.975115;-16.45387;-17.00736;-17.244267;-17.880964;-17.836157;-16.634815;-17.675669;-16.845942;-16.819122;-17.31537;-17.042723;-16.58276;-17.072546;-17.367872;-16.85573;-17.031538;-17.109186;-17.916681;-16.377104;-16.66951;-17.564919;-17.873745;-16.475597;-18.258814;-16.13494;-16.979328;-16.834578;-16.602768;-16.921581;-16.7694;-16.314648;-17.930628;-16.840181;-17.740198;-17.986671;-16.7456;-17.128393;-16.040884;-17.472315;-17.10143;-17.726665;-17.388407;-17.58795;24.704952;
-15.757561;-15.945481;-15.554391;-15.142094;-15.676735;-15.925749;-15.025911;-15.547203;-15.786348;-15.192244;-15.817036;-15.062595;-15.817513;-15.365122;-6.629565;-4.205164;-5.566997;-5.634995;-6.099547;-4.969903;-6.1409993;-4.869398;-5.3470187;-6.11636;-15.378042;-15.439238;-15.646056;-14.928765;-16.24789;-15.613461;-15.321685;-14.680713;-15.93015;-15.291052;-15.888745;-15.671485;-15.040442;-15.686528;-15.6700535;-16.239548;-16.183998;-15.450738;-15.924003;-15.332954;-15.45642;-15.763638;-15.475919;-15.273547;-15.430371;-16.023447;-15.40834;-15.516102;-15.685844;-16.30644;-14.999036;-15.291967;-16.16601;-16.205917;-15.109654;-16.56726;-14.889343;-15.593036;-15.449856;-15.319605;-15.4042635;-15.351939;-15.060712;-16.299147;-15.482269;-16.195305;-16.401087;-15.441259;-15.685673;-14.6559925;-15.977034;-15.524401;-15.9910145;-16.001068;-16.084759;23.429888;
-10.920869;-11.184475;-11.090142;-11.04067;-11.146159;-10.901305;-10.448717;-11.148547;-11.114863;-10.74901;-10.959235;-10.667838;-11.170075;-10.626698;-5.2478876;-4.498307;-4.6882424;-4.527882;-4.9703593;-4.3346553;-4.676467;-4.3582206;-4.051667;-4.8438935;-10.811114;-10.926863;-11.489556;-10.6830635;-11.418364;-10.982956;-11.256356;-10.009702;-11.268792;-10.75525;-11.200692;-11.07674;-10.623253;-11.12291;-10.800013;-11.105114;-11.183524;-11.1390085;-10.80571;-10.407301;-10.834781;-10.959801;-10.676605;-11.02394;-10.618735;-11.197103;-10.849848;-10.975265;-11.061059;-11.319931;-10.573059;-10.672253;-11.303813;-11.291271;-10.755971;-11.658157;-10.630068;-11.029196;-10.8748;-10.932774;-10.59846;-10.768615;-10.805096;-11.258348;-10.9416485;-11.466454;-11.432025;-10.824974;-11.037835;-10.253714;-11.356017;-10.80067;-10.96553;-11.387551;-11.170073;19.9044;
